Geneid	Chr	Start	End	Strand	Length	R5_Solid1_counts	T3_CS1_counts	350_Sco1_counts	T1_CS2_counts	T3_PS2_counts	T4_PS1_counts	T4_CS2_counts	T1_PS2_counts	T3_PS1_counts	T1_CS1_counts	T2_PS2_counts	350_Sco2_counts	T4_PS2_counts	T1_PS1_counts	T2_PS1_counts	T2_CS2_counts	CTT_Sco1_counts	T2_CS1_counts	T4_CS1_counts	CTT_Sco2_counts	T3_CS2_counts	R5_Solid2_counts
SCO7375	NC_003888.3	8188898	8189689	+	792	12.0	2.0	0.0	1.0	3.0	5.0	8.0	1.0	5.0	0.0	24.0	2.0	10.0	82.0	31.0	1.0	13.0	0.0	5.0	12.0	26.0	17.0
SCO7376	NC_003888.3	8189728	8190453	-	726	66.0	41.0	4.5	7.0	24.0	23.0	39.5	1.0	41.0	0.0	45.5	2.0	26.0	59.5	46.0	16.0	6.5	10.5	22.0	5.5	25.5	90.5
SCO7377	NC_003888.3	8190453	8190707	-	255	27.5	17.0	1.0	1.5	18.5	10.5	9.5	0.0	21.5	0.0	6.0	1.0	16.0	14.0	12.5	4.5	1.0	4.5	13.5	1.0	17.5	32.0
SCO7378	NC_003888.3	8190707	8191414	-	708	62.5	22.0	4.5	4.5	23.5	10.5	1.0	0.0	17.5	1.0	25.5	2.0	21.0	36.5	22.5	8.5	2.5	6.0	48.5	5.5	29.0	67.5
SCO7379	NC_003888.3	8191562	8191870	+	309	10.0	3.0	0.0	0.0	2.0	8.0	0.0	0.0	4.0	0.0	18.0	0.0	6.0	30.0	21.0	1.0	0.0	1.0	9.0	0.0	11.0	22.0
SCO7380	NC_003888.3	8191914	8193224	-	1311	67.0	3.0	1.0	1.0	11.0	15.0	4.0	0.0	11.0	1.0	32.0	3.0	18.0	98.0	31.0	3.0	3.0	1.0	17.0	1.0	53.0	79.0
SCO7381	NC_003888.3	8193260	8193670	+	411	52.0	11.0	1.0	2.0	7.0	5.0	5.0	0.0	8.0	0.0	17.0	3.0	8.0	25.0	13.0	3.0	4.0	3.0	8.0	1.0	7.0	37.0
SCO7382	NC_003888.3	8194039	8194350	-	312	0.0	4.0	1.0	0.0	4.0	6.0	2.0	0.0	4.0	0.0	12.0	0.0	3.0	31.0	10.0	0.0	0.0	1.0	16.0	0.0	35.0	2.0
SCO7383	NC_003888.3	8194767	8195144	+	378	7885.0	87.0	13.0	64.0	113.0	114.0	106.0	56.0	105.0	53.0	446.0	26.0	151.0	59.0	602.0	122.0	21.0	157.0	114.0	35.0	116.0	8054.0
SCO7384	NC_003888.3	8195889	8197226	+	1338	7.0	42.0	17.0	46.0	60.0	77.0	45.0	63.0	37.0	21.0	61.0	22.0	78.0	225.0	127.0	25.0	193.0	17.0	42.0	145.0	61.0	28.0
SCO7385	NC_003888.3	8197385	8197825	+	441	339.0	437.0	71.0	324.0	426.0	383.0	417.0	119.0	454.0	96.0	232.0	73.0	422.0	708.0	263.0	119.0	129.0	147.0	768.0	147.0	474.0	432.0
SCO7386	NC_003888.3	8198071	8199240	-	1170	11.0	36.0	6.0	1.0	17.0	41.0	27.0	0.0	23.0	0.0	29.0	3.0	34.0	73.0	26.0	10.0	3.0	8.0	11.0	2.0	47.0	39.0
SCO7387	NC_003888.3	8199503	8200006	+	504	30.5	7.5	4.0	3.5	3.5	12.0	26.5	0.0	7.5	0.0	21.5	0.5	9.0	41.5	19.0	3.0	2.0	5.0	13.0	3.0	26.5	51.0
SCO7388	NC_003888.3	8200002	8201618	+	1617	32.5	23.5	1.0	1.5	12.5	24.0	38.0	2.0	9.5	1.0	25.0	2.5	19.5	158.0	21.5	5.0	3.0	5.0	58.5	1.0	79.0	47.0
SCO7389	NC_003888.3	8201665	8202540	+	876	17.0	7.0	0.0	0.0	3.0	3.0	9.5	0.0	0.0	0.0	22.5	0.0	7.5	114.5	22.5	3.0	0.0	1.0	5.5	0.0	32.5	17.0
SCO7392	NC_003888.3	8204060	8204548	+	489	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	8.0	0.0	0.0	48.0	12.0	2.0	0.0	0.0	0.0	0.0	24.0	3.0
SCO7393	NC_003888.3	8204560	8205306	-	747	233.0	67.0	21.0	17.0	43.0	31.0	44.0	7.0	62.0	9.0	57.0	13.0	71.0	50.0	55.0	27.0	27.0	34.0	50.0	31.0	74.0	325.0
SCO7394	NC_003888.3	8205523	8206458	+	936	13.0	12.0	0.0	5.0	16.0	12.0	31.0	9.0	15.0	0.0	26.0	2.0	28.0	121.0	13.0	8.0	3.0	2.0	31.0	6.0	40.0	20.0
SCO7395	NC_003888.3	8206428	8207990	-	1563	297.0	91.0	7.0	7.0	90.0	96.0	60.5	9.0	80.5	4.0	92.5	6.0	107.5	95.0	103.5	62.0	16.5	52.0	100.0	14.0	110.5	314.5
SCO7396	NC_003888.3	8208053	8209387	-	1335	13.0	47.0	8.0	4.0	47.0	45.0	50.5	2.0	53.5	3.0	58.5	7.0	47.5	116.0	47.5	15.0	12.5	22.0	37.0	36.0	61.5	17.5
SCO7397	NC_003888.3	8209548	8210141	-	594	63.5	44.0	45.0	104.5	21.0	12.0	43.0	71.0	17.0	32.5	31.0	56.5	27.0	185.5	54.0	14.0	13.0	11.0	64.0	18.0	26.0	102.0
SCO7398	NC_003888.3	8210204	8212285	-	2082	105.0	11.0	481.5	1525.0	4.0	12.0	31.0	457.0	3.0	679.5	38.0	452.0	6.0	4898.5	52.5	6.0	98.0	4.5	6.0	90.0	103.0	155.0
SCO7399	NC_003888.3	8212296	8213276	-	981	400.0	8.0	2193.5	5066.5	4.0	13.0	7.0	2105.5	8.5	2469.0	19.5	2582.5	5.0	6365.0	92.0	8.0	425.0	12.0	10.0	443.5	9.0	493.0
SCO7400	NC_003888.3	8213276	8214151	-	876	310.5	14.0	820.0	1504.0	9.0	7.0	5.0	482.5	10.5	621.0	19.5	1234.0	9.0	4361.0	33.5	18.0	57.0	14.5	7.0	81.5	9.0	336.0
SCO7401	NC_003888.3	8214258	8214824	-	567	48.0	82.5	8.0	13.0	87.5	63.0	49.0	3.0	125.0	8.0	68.0	6.0	64.0	37.5	56.0	20.0	6.0	21.0	75.0	11.0	74.0	33.0
SCO7402	NC_003888.3	8214913	8216082	-	1170	147.0	230.5	20.0	68.0	340.5	255.0	233.0	45.0	292.0	35.0	199.0	22.0	268.0	438.5	179.0	62.0	48.0	45.0	359.0	47.0	213.0	185.0
SCO7403	NC_003888.3	8216238	8216420	+	183	111.0	35.0	2.0	6.0	20.0	22.0	20.0	1.0	45.0	7.0	21.0	5.0	40.0	36.0	24.0	11.0	7.0	16.0	34.0	2.0	47.0	125.0
SCO7404	NC_003888.3	8216460	8217248	-	789	706.0	1591.0	129.0	1515.0	1532.0	1193.0	1139.0	612.0	1667.0	672.0	1077.0	88.0	1200.0	1352.0	916.0	629.0	667.0	666.0	1882.0	669.0	1206.0	903.0
SCO7405	NC_003888.3	8217363	8218007	-	645	3.0	66.5	1.0	79.5	27.0	54.5	49.5	9.0	22.0	19.0	61.0	0.0	34.0	119.0	74.5	27.5	0.0	24.0	54.0	1.0	43.5	4.0
SCO7406	NC_003888.3	8218104	8220176	-	2073	41.0	436.5	11.0	620.5	235.0	270.5	337.5	101.0	263.0	288.0	381.0	10.0	258.0	529.0	535.5	183.5	13.0	230.0	479.0	23.0	257.5	63.0
SCO7407	NC_003888.3	8220307	8222349	-	2043	20.0	532.0	8.0	1106.0	371.5	395.0	478.0	121.5	335.5	379.0	717.0	18.5	311.5	643.5	814.5	350.0	37.0	341.5	742.0	28.0	431.5	34.5
SCO7408	NC_003888.3	8222379	8223731	-	1353	12.0	369.0	5.0	724.0	235.5	215.0	264.0	136.5	203.5	419.0	406.0	11.5	205.5	399.5	569.5	196.0	20.0	252.5	377.0	29.0	157.5	14.5
SCO7409	NC_003888.3	8223830	8224777	-	948	6.0	201.0	3.0	105.0	160.0	108.0	85.0	22.0	160.0	59.5	144.5	5.5	89.5	153.0	166.0	63.0	13.0	65.0	81.0	6.5	132.0	9.5
SCO7410	NC_003888.3	8224788	8225711	-	924	6.0	307.0	7.0	204.0	222.0	139.0	161.0	36.0	235.0	136.5	301.5	8.5	139.5	128.0	290.0	111.0	9.0	112.0	212.0	10.5	180.0	13.5
SCO7411	NC_003888.3	8225904	8226959	+	1056	38.0	119.0	7.0	89.0	87.0	55.0	89.0	17.0	94.0	35.0	79.0	8.0	55.0	212.0	78.0	40.0	7.0	23.0	52.0	15.0	88.0	43.0
SCO7412	NC_003888.3	8227072	8228871	+	1800	627.0	71.5	17.0	48.0	65.5	81.5	126.5	13.5	107.0	29.0	119.0	17.0	110.0	152.0	136.0	43.5	34.5	54.0	170.5	17.5	53.0	790.0
SCO7413	NC_003888.3	8228871	8229899	+	1029	72.0	25.5	1.0	2.0	15.5	15.5	43.5	2.5	28.0	2.0	25.0	4.0	31.0	65.0	29.0	4.5	2.5	7.0	32.5	2.5	23.0	94.0
SCO7414	NC_003888.3	8229909	8230712	-	804	43.0	3.0	0.0	1.0	3.0	4.0	2.0	0.0	0.0	1.0	24.0	0.0	2.0	63.0	29.0	6.0	0.0	3.0	10.0	0.0	36.0	46.0
SCO7415	NC_003888.3	8230865	8232019	+	1155	63.0	44.0	4.0	3.0	37.0	33.0	49.0	5.0	44.0	4.0	48.0	2.0	50.0	95.0	56.0	17.0	2.0	14.0	73.0	7.0	50.0	83.0
SCO7416	NC_003888.3	8232055	8232456	-	402	167.0	4.0	6.0	12.0	16.0	5.0	7.0	6.0	7.0	2.0	28.0	3.0	10.0	38.0	22.0	3.0	12.0	3.0	6.0	14.0	11.0	190.0
SCO7417	NC_003888.3	8232558	8233778	-	1221	46.0	27.5	32.0	31.0	32.5	19.5	27.0	26.0	35.5	25.0	33.5	35.0	33.5	183.0	35.5	9.5	47.0	4.0	22.0	51.0	79.5	180.0
SCO7418	NC_003888.3	8233778	8235016	-	1239	21.0	16.5	17.5	29.5	18.5	12.5	27.5	15.0	27.0	7.5	25.0	14.5	14.5	142.0	34.5	5.5	11.0	5.0	16.0	20.5	61.5	81.5
SCO7419	NC_003888.3	8235016	8235564	-	549	22.0	17.0	4.5	13.5	22.5	5.0	7.5	4.0	22.5	3.5	20.5	6.5	14.0	60.0	14.0	3.0	16.0	0.0	12.0	8.5	12.0	67.5
SCO7420	NC_003888.3	8235638	8235982	-	345	14.0	6.0	10.0	4.0	7.0	6.5	11.5	5.0	28.5	2.0	12.5	12.5	8.5	62.5	13.0	4.5	10.5	3.0	8.0	16.5	8.0	55.0
SCO7421	NC_003888.3	8235982	8236386	-	405	22.5	30.5	6.0	4.0	23.5	9.5	16.0	4.5	37.0	7.0	19.5	10.0	16.5	31.0	21.0	9.0	8.5	4.0	25.5	12.5	38.0	89.5
SCO7422	NC_003888.3	8236386	8238014	-	1629	32.5	53.5	6.0	5.0	64.0	54.0	63.5	9.5	85.5	5.0	19.0	8.5	63.0	216.5	29.0	5.5	9.0	5.0	149.5	8.0	150.0	104.0
SCO7423	NC_003888.3	8238155	8238862	-	708	113.0	31.0	16.0	18.0	36.0	35.0	26.0	11.0	30.0	4.0	64.0	7.0	39.0	39.0	49.0	25.0	19.0	20.0	21.0	17.0	53.0	141.5
SCO7424	NC_003888.3	8238961	8239425	+	465	29.5	16.5	6.5	6.5	14.0	11.5	7.5	0.0	22.0	9.5	31.0	9.5	12.0	39.5	13.5	7.5	9.0	9.5	9.0	10.0	20.5	29.5
SCO7425	NC_003888.3	8239425	8241155	+	1731	46.5	50.5	16.5	32.5	56.0	36.5	26.5	13.0	43.0	13.5	51.0	19.5	29.0	139.5	41.5	21.5	21.0	11.5	51.0	40.0	48.5	49.5
SCO7426	NC_003888.3	8241251	8241685	-	435	55.0	52.0	13.0	3.0	50.0	27.0	27.0	0.0	43.0	1.0	32.0	17.0	43.0	55.0	21.0	16.0	13.0	3.0	39.0	19.0	86.0	85.0
SCO7427	NC_003888.3	8241835	8242278	+	444	1496.5	442.0	144.0	333.0	510.0	302.0	323.0	140.0	494.0	130.5	169.0	151.5	297.0	957.0	215.0	145.0	365.5	139.0	430.0	356.5	565.0	2186.5
SCO7428	NC_003888.3	8242355	8243548	+	1194	369.5	54.0	228.0	403.0	58.0	71.0	75.0	153.0	66.0	131.5	200.0	243.5	67.0	1177.0	164.0	32.0	403.5	36.0	120.0	447.5	51.0	835.5
SCO7429	NC_003888.3	8243603	8243950	-	348	202.0	181.0	2.0	26.0	149.0	135.0	97.0	6.0	166.0	14.0	121.0	2.0	128.0	64.0	127.0	50.0	9.0	68.0	235.0	14.0	141.0	187.0
SCO7430	NC_003888.3	8244126	8244809	+	684	25.0	26.0	16.0	17.0	40.0	73.0	54.0	5.0	18.0	9.0	18.0	14.0	64.0	126.0	28.0	7.0	8.0	3.0	92.0	14.0	89.0	69.0
SCO7431	NC_003888.3	8244835	8245092	-	258	16.0	28.0	3.0	4.0	23.0	16.0	28.0	2.0	22.0	0.0	7.0	1.0	35.0	28.0	7.0	8.0	2.0	3.0	39.0	7.0	20.0	41.0
SCO7432	NC_003888.3	8245229	8245909	-	681	197.0	25.0	140.0	9.0	13.0	32.0	20.0	7.0	17.0	8.0	27.0	138.0	40.0	111.0	32.0	21.0	58.0	13.0	22.0	49.0	23.0	1124.0
SCO7433	NC_003888.3	8246125	8247108	+	984	79.0	264.0	13.0	27.0	234.0	177.0	159.0	13.0	218.0	18.0	103.0	16.0	159.0	125.0	95.0	46.0	34.0	52.0	376.0	24.0	297.0	190.0
SCO7434	NC_003888.3	8247219	8247977	+	759	4124.0	137.0	17.0	46.0	156.0	98.0	127.0	8.0	174.0	38.0	110.0	20.0	146.0	127.0	110.0	62.0	80.0	31.0	135.0	66.0	127.0	4128.0
SCO7435	NC_003888.3	8248057	8249322	-	1266	29.0	92.5	8.0	50.5	66.0	110.5	103.0	13.0	52.0	25.0	80.0	18.0	111.0	114.0	88.0	105.0	39.5	75.5	184.0	37.5	66.5	29.0
SCO7436	NC_003888.3	8249416	8250867	-	1452	17.0	133.5	6.0	69.0	60.5	139.5	178.5	9.0	63.0	46.5	35.0	6.0	106.0	151.5	73.5	101.5	18.0	80.5	197.0	27.5	135.5	23.0
SCO7437	NC_003888.3	8250917	8252494	-	1578	7.0	51.0	5.0	107.5	27.5	38.0	36.5	2.0	15.0	62.5	48.0	4.0	25.0	176.5	42.5	21.5	4.5	14.0	109.0	3.0	81.0	11.0
SCO7438	NC_003888.3	8252589	8253521	+	933	32.5	77.5	2.0	17.0	84.0	56.0	51.5	7.5	74.0	9.5	47.0	3.0	56.0	90.0	33.0	22.5	16.0	14.5	141.5	6.5	77.5	35.5
SCO7439	NC_003888.3	8253535	8254272	+	738	62.5	146.5	22.0	115.0	239.0	193.0	183.5	28.5	159.0	42.5	105.0	14.0	168.0	258.0	93.0	52.5	41.0	37.5	248.5	51.5	139.5	67.5
SCO7440	NC_003888.3	8254320	8255261	-	942	91.0	238.0	30.0	83.0	204.0	128.0	110.0	38.0	248.0	54.0	185.0	42.0	138.0	118.0	110.0	122.0	72.0	95.0	152.0	88.0	209.0	124.0
SCO7441	NC_003888.3	8255348	8255938	+	591	78.0	109.0	19.0	42.0	104.0	79.0	50.0	12.0	105.0	25.0	131.0	21.0	62.0	66.0	110.0	51.0	41.0	64.0	64.0	43.0	95.0	69.0
SCO7442	NC_003888.3	8256100	8256561	+	462	10.0	8.0	3.0	6.0	14.0	8.0	4.0	0.0	8.0	2.0	11.0	0.0	14.0	60.0	14.0	5.0	4.0	2.0	20.0	6.0	0.0	14.0
SCO7443	NC_003888.3	8256653	8258290	+	1638	492.0	2247.0	148.0	1224.0	1966.0	1666.0	1589.0	412.0	2160.0	535.0	1168.0	165.0	1672.0	2608.0	911.0	852.0	439.0	573.0	2214.0	496.0	1706.0	624.0
SCO7444	NC_003888.3	8258336	8259604	-	1269	151.0	966.0	25.0	187.0	816.0	956.0	652.0	57.0	893.0	78.0	387.0	14.0	848.0	751.0	449.0	327.0	48.0	282.0	1087.0	58.0	857.0	179.0
SCO7445	NC_003888.3	8259792	8260526	+	735	19.0	19.0	12.0	8.0	20.0	21.0	27.0	0.0	13.0	2.0	26.0	5.0	27.0	110.0	22.0	4.0	6.0	1.0	23.0	11.0	42.0	29.0
SCO7446	NC_003888.3	8260631	8261068	+	438	238.0	7.0	23.0	2.0	15.0	17.0	10.0	5.0	5.0	7.0	28.0	29.0	17.0	46.0	35.0	14.0	21.0	6.0	26.0	13.0	22.0	424.0
SCO7447	NC_003888.3	8261523	8262071	-	549	30.0	23.0	32.0	8.0	13.0	21.0	36.0	3.0	3.0	2.0	39.0	29.0	25.0	82.0	37.0	9.0	9.0	7.0	32.0	13.0	34.0	44.0
SCO7448	NC_003888.3	8262207	8264147	+	1941	37.0	35.0	6.0	5.0	42.0	34.0	23.0	1.0	38.0	3.0	64.0	6.0	30.0	137.0	54.0	13.0	2.0	10.0	27.0	0.0	93.0	32.0
SCO7449	NC_003888.3	8264413	8265087	+	675	1601.0	15.0	1.0	2.0	4.0	11.0	6.0	0.0	15.0	2.0	8.0	1.0	16.0	64.0	9.0	5.0	39.0	2.0	43.0	31.0	15.0	2641.0
SCO7450	NC_003888.3	8265291	8265893	+	603	108.0	1.0	2.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	8.0	0.0	5.0	43.0	10.0	0.0	1.0	0.0	3.0	2.0	30.0	129.0
SCO7451	NC_003888.3	8266048	8267241	+	1194	1058.0	41.0	3.0	5.0	28.0	30.0	62.0	2.0	48.0	2.0	25.0	0.0	34.0	91.0	39.0	16.0	8.0	12.0	55.0	10.0	81.0	986.0
SCO7452	NC_003888.3	8267286	8268311	-	1026	1332.5	44.5	7.5	24.5	41.0	53.5	71.5	9.0	42.0	11.0	22.0	4.0	49.5	121.0	27.5	10.0	12.0	17.5	91.0	13.5	51.0	1163.5
SCO7453	NC_003888.3	8268379	8269446	-	1068	3872.5	89.5	12.5	77.5	65.0	67.5	118.5	22.0	84.0	17.0	66.0	9.0	79.5	112.0	90.5	23.0	60.0	26.5	111.0	49.5	78.0	3261.5
SCO7454	NC_003888.3	8269590	8270381	+	792	9.0	1.0	3.0	2.0	8.5	8.5	3.5	0.0	3.5	5.0	15.0	1.0	5.0	52.5	15.5	5.0	3.5	2.0	7.0	6.0	36.5	25.5
SCO7455	NC_003888.3	8270459	8270992	+	534	373.0	136.0	24.0	77.0	129.5	80.5	132.5	54.0	160.5	53.0	211.0	15.0	112.0	99.5	231.5	92.0	60.5	59.0	203.0	61.0	118.5	328.5
SCO7456	NC_003888.3	8271040	8271528	-	489	94.0	14.0	2.0	6.0	9.0	12.0	20.0	1.0	2.0	8.0	14.5	0.0	21.0	68.0	15.5	5.0	4.0	1.0	25.0	5.0	22.0	113.0
SCO7457	NC_003888.3	8271574	8271969	-	396	0.0	2.0	0.0	1.0	0.0	7.0	0.0	0.0	4.0	0.0	1.5	0.0	0.0	34.0	3.5	0.0	0.0	0.0	4.0	1.0	11.0	0.0
SCO7458	NC_003888.3	8272128	8272490	+	363	55.0	32.0	1.0	10.0	41.0	32.0	26.0	0.0	64.0	0.0	12.0	1.0	43.0	87.0	14.0	7.0	4.0	1.0	78.0	1.0	47.0	80.0
SCO7459	NC_003888.3	8272693	8273529	-	837	25.0	13.0	8.0	25.0	21.0	23.0	58.0	1.0	25.0	3.0	28.0	4.0	23.0	90.0	30.0	11.0	8.0	3.0	69.0	4.0	44.0	34.0
SCO7460	NC_003888.3	8273736	8274803	+	1068	426.0	372.0	541.0	2540.0	343.0	397.0	310.0	698.0	414.0	1356.0	1332.0	521.0	408.0	3208.0	1460.0	449.0	2643.0	563.0	402.0	2663.0	344.0	347.0
SCO7461	NC_003888.3	8274850	8275533	-	684	14.0	133.0	7.0	20.0	142.0	160.0	102.0	4.0	155.0	22.0	105.0	7.0	200.0	66.0	91.0	61.0	8.0	51.0	147.0	8.0	116.0	20.0
SCO7462	NC_003888.3	8275748	8276512	-	765	36.0	39.0	16.0	24.0	53.0	44.0	12.0	16.0	42.0	7.0	34.0	18.0	23.0	96.0	41.0	8.0	15.0	4.0	57.0	18.0	63.0	77.0
SCO7463	NC_003888.3	8276830	8278029	+	1200	173.5	203.0	60.5	221.0	160.0	190.0	218.5	91.0	183.5	128.5	123.0	81.0	214.0	564.0	155.0	107.0	110.0	154.0	387.5	109.5	175.5	367.0
SCO7464	NC_003888.3	8278029	8278427	+	399	66.5	78.0	28.0	186.5	51.0	44.0	91.0	82.0	49.0	57.0	68.0	24.5	58.5	172.5	71.0	35.0	65.0	72.5	91.5	69.5	46.5	119.5
SCO7465	NC_003888.3	8278427	8278801	+	375	56.0	60.5	26.0	149.0	48.0	53.5	52.0	35.5	48.0	103.0	70.0	20.5	57.5	249.0	67.5	39.5	62.0	50.0	85.5	53.5	53.5	110.5
SCO7466	NC_003888.3	8278842	8279369	+	528	163.0	135.5	60.5	180.5	129.0	114.5	110.5	111.5	131.5	88.5	115.0	51.0	109.0	261.5	121.5	55.5	168.0	67.5	179.5	165.5	64.5	263.0
SCO7467	NC_003888.3	8279637	8280761	+	1125	101.0	23.0	36.0	71.0	8.0	20.0	32.0	28.0	17.0	36.0	61.0	34.0	9.0	311.0	49.0	2.0	57.0	9.0	37.0	107.0	33.0	348.0
SCO7468	NC_003888.3	8280870	8282165	-	1296	849.0	418.0	201.0	429.0	368.0	436.0	493.0	284.0	371.0	227.0	230.0	177.0	414.0	1000.0	260.0	139.0	783.0	184.0	647.0	870.0	325.0	2113.0
SCO7469	NC_003888.3	8282280	8283623	-	1344	338.5	602.0	31.0	738.0	323.0	232.5	300.5	305.5	360.5	402.5	279.5	40.0	198.0	1276.5	239.0	225.5	421.5	198.5	375.5	379.5	422.0	530.0
SCO7470	NC_003888.3	8283623	8284132	-	510	482.5	281.0	39.0	304.0	123.0	83.5	111.5	198.5	143.5	204.5	290.5	38.0	71.0	583.5	150.0	178.5	389.5	145.5	233.5	314.5	264.0	663.0
SCO7471	NC_003888.3	8284297	8285280	+	984	663.0	1782.0	98.5	4593.0	934.5	387.5	442.0	1379.0	1196.0	1531.0	830.5	123.5	401.5	7209.5	700.5	698.5	1376.0	826.0	917.0	1237.0	940.5	996.0
SCO7472	NC_003888.3	8285280	8285588	+	309	154.5	730.0	70.5	772.5	382.5	171.5	198.5	346.0	551.5	570.5	266.5	103.0	164.0	3357.0	140.5	169.5	840.5	170.0	435.0	813.0	399.0	261.0
SCO7473	NC_003888.3	8285601	8286425	+	825	201.0	1101.0	31.0	1268.0	655.0	347.0	389.5	544.0	737.0	453.5	411.0	30.0	334.5	4982.5	329.5	231.5	431.0	166.5	688.0	444.0	921.5	325.0
SCO7474	NC_003888.3	8286425	8286934	+	510	47.0	428.5	9.5	251.0	171.0	88.5	142.0	84.0	312.5	92.0	53.0	14.0	133.5	2337.0	47.0	40.0	93.0	35.5	249.5	92.0	403.5	71.0
SCO7475	NC_003888.3	8286937	8288040	+	1104	474.5	741.5	128.5	1193.5	520.0	226.5	313.0	708.0	598.0	423.0	535.0	139.5	235.5	4720.0	402.5	216.5	1305.5	199.0	667.5	1308.0	795.5	916.0
SCO7476	NC_003888.3	8288254	8289468	-	1215	49.0	150.0	11.0	19.0	167.0	287.0	134.0	10.0	163.0	8.0	129.0	8.5	280.5	82.0	190.0	91.0	15.0	85.0	179.0	24.0	125.0	42.0
SCO7477	NC_003888.3	8289725	8291215	+	1491	33.0	1258.0	33.0	85.0	1020.0	1425.0	511.0	24.0	993.0	34.0	325.0	25.0	1218.0	329.0	355.0	466.0	48.0	296.0	1364.0	86.0	1146.0	77.0
SCO7478	NC_003888.3	8291218	8292117	-	900	107.0	89.0	95.0	22.0	64.0	53.0	64.5	7.0	74.0	16.0	52.0	75.0	60.0	105.5	44.5	32.0	24.0	30.5	129.5	24.0	90.0	190.0
SCO7479	NC_003888.3	8292154	8293314	-	1161	54.0	84.0	6.0	64.0	89.0	47.0	49.5	24.0	56.0	18.0	32.0	14.0	70.0	235.5	38.5	12.0	14.0	8.5	102.5	23.0	83.0	45.0
SCO7480	NC_003888.3	8293353	8293973	+	621	50.0	90.0	7.0	35.0	62.0	71.0	65.0	24.0	70.0	28.0	40.0	23.0	67.0	99.0	54.0	30.0	11.0	20.0	127.0	17.0	114.0	61.0
SCO7481	NC_003888.3	8293980	8294552	-	573	1420.0	1857.0	527.0	2966.0	2281.0	1747.0	1505.0	1048.0	2452.0	1609.0	1513.0	446.0	1829.0	2799.0	1496.0	896.0	1583.0	1016.0	2506.0	1691.0	1352.0	1941.0
SCO7482	NC_003888.3	8294744	8295142	+	399	5.0	5.0	2.0	1.0	2.0	0.0	3.0	2.0	4.0	1.0	16.0	4.0	1.0	47.0	13.0	1.0	3.0	0.0	10.0	2.0	17.0	13.0
SCO7483	NC_003888.3	8295316	8295720	+	405	8.0	9.0	6.0	6.0	9.0	11.0	8.0	0.0	19.0	0.0	6.0	1.0	9.0	39.0	11.0	4.0	1.0	5.0	21.0	2.0	7.0	15.0
SCO7484	NC_003888.3	8295733	8295966	-	234	6.5	3.5	1.0	8.5	11.5	14.5	12.0	1.0	7.0	3.0	17.0	1.0	11.0	27.5	18.5	6.0	6.5	7.5	8.5	3.0	11.5	9.0
SCO7485	NC_003888.3	8295966	8296649	-	684	10.0	31.0	4.5	11.5	9.5	32.5	45.0	4.0	16.0	5.0	19.0	1.0	19.0	90.0	23.5	12.0	8.0	8.5	43.0	5.5	35.0	17.5
SCO7486	NC_003888.3	8296649	8297863	-	1215	35.0	70.0	10.5	29.0	67.0	81.0	78.0	14.0	87.0	11.0	63.0	15.0	73.5	132.5	72.5	32.5	18.0	26.0	117.5	20.5	76.0	36.0
SCO7487	NC_003888.3	8297870	8298751	-	882	12.5	27.5	2.0	8.0	46.0	31.0	26.5	3.0	23.5	6.0	27.0	3.0	40.5	25.5	22.5	15.5	4.5	14.5	38.0	5.0	28.0	12.0
SCO7488	NC_003888.3	8298751	8299779	-	1029	14.0	23.5	1.0	1.0	19.5	34.0	32.5	0.0	17.5	0.0	24.5	6.0	24.5	81.5	20.0	10.5	6.0	6.5	17.5	6.0	73.5	7.5
SCO7489	NC_003888.3	8299816	8301216	-	1401	30.0	97.5	4.0	35.0	40.5	51.0	68.0	7.0	46.0	14.0	85.5	3.0	48.5	58.0	107.0	49.5	16.0	31.0	51.5	16.0	56.0	35.0
SCO7490	NC_003888.3	8301342	8302484	+	1143	8.5	303.0	10.0	32.0	104.0	78.0	259.0	1.0	119.5	18.0	81.0	9.5	60.5	103.5	89.0	56.5	11.0	29.0	205.5	16.0	119.0	31.5
SCO7491	NC_003888.3	8302514	8303311	+	798	41.5	185.0	6.0	16.0	60.0	49.5	93.5	0.0	64.5	6.0	64.5	5.5	34.0	55.0	55.5	32.5	19.5	19.5	96.5	15.0	42.0	25.0
SCO7492	NC_003888.3	8303311	8304672	+	1362	7.5	138.5	5.0	10.0	54.0	32.0	97.0	5.0	39.5	3.5	58.5	10.5	22.5	117.0	65.0	31.0	5.5	13.0	89.0	10.5	85.0	9.0
SCO7493	NC_003888.3	8304672	8306606	+	1935	9.5	79.5	7.0	5.0	65.0	57.5	88.5	3.0	54.5	2.5	67.0	8.5	50.0	178.5	66.5	22.0	8.0	10.5	109.0	12.5	128.0	8.5
SCO7494	NC_003888.3	8306618	8307055	-	438	5.0	11.0	0.0	0.0	8.0	22.0	9.0	0.0	4.0	0.0	5.0	0.0	3.0	39.0	5.0	1.0	0.0	1.0	20.0	0.0	17.0	7.0
SCO7496	NC_003888.3	8308036	8308884	-	849	4.0	1.0	2.0	3.0	4.0	7.0	6.0	0.0	6.0	1.0	16.0	0.0	3.0	67.0	16.0	3.0	3.0	2.0	6.0	0.0	31.0	7.0
